Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
223-ФЗ;№32008926325;Прочие;Сталь листовая марки Ст3;;;1;Сталь листовая марки Ст3 ;754979.93;RUB;;;;;24.10.80.190: Прокат черных металлов прочий, не включенный в другие группировки;24.10.80.190: Прокат черных металлов прочий, не включенный в другие группировки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;27.02.2020;27.02.2020;Закупка завершена;;27.02.2020;06.03.2020;
223-ФЗ;№32008922867;Прочие;Поставка отливок ИТШЛ.732014.020;;;1;Поставка отливок ИТШЛ.732014.020;243019.55;RUB;;;;;24.54: Услуги по литью прочих цветных металлов;24.54: Услуги по литью прочих цветных металлов;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;26.02.2020;26.02.2020;Закупка завершена;;26.02.2020;13.03.2020;
223-ФЗ;№32008916857;Прочие;Закупка углеродной ткани;;;1;Закупка углеродной ткани;562320.00;RUB;;;;;20.60.1: Волокна синтетические;20.60.1: Волокна синтетические;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;25.02.2020;25.02.2020;Закупка завершена;;25.02.2020;06.03.2020;
223-ФЗ;№32008914665;Прочие;Выполнение работ по тестированию результатов работ по проекту создания комплекса программ в защищенном исполнении «Система полного жизненного цикла изделий «Цифровое предприятие» с учетом специфики отрасли (судостроение);;;1;Выполнение работ по тестированию результатов работ по проекту создания комплекса программ в защищенном исполнении «Система полного жизненного цикла изделий «Цифровое предприятие» с учетом специфики отрасли (судостроение);3815815.50;RUB;;;;;62.01.1: Услуги по проектированию, разработке информационных технологий для прикладных задач и тестированию программного обеспечения;62.01.1: Услуги по проектированию, разработке информационных технологий для прикладных задач и тестированию программного обеспечения;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОССИЙСКИЙ ФЕДЕРАЛЬНЫЙ ЯДЕРНЫЙ ЦЕНТР - ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ЭКСПЕРИМЕНТАЛЬНОЙ ФИЗИКИ""";;25.02.2020;25.02.2020;Закупка завершена;;25.02.2020;;
223-ФЗ;№32008808956;Прочие;"Выполнение проектных работ по объекту: ""Техническое перевооружение сети газоснабжения АО ""ЮЦСС"". Блочно-модульные котельные для нужд теплоснабжения и ГВС, газовоздушная система отопления ангара""";;;1;"Выполнение проектных работ по объекту ""Техническое перевооружение сети газоснабжения АО ""ЮЦСС"". Блочно-модульные котельные для нужд теплоснабжения и ГВС, газо-воздушная система отопления""";3566667.00;RUB;;;;;71.12.19.000: Услуги по инженерно-техническому проектированию прочих объектов;71.12.19.000: Услуги по инженерно-техническому проектированию прочих объектов;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;28.01.2020;21.02.2020;Закупка завершена;;28.01.2020;18.03.2020;
223-ФЗ;№32008908441;Закупка у единственного поставщика (подрядчика, исполнителя);«Разработка предложений по структуре базы данных показателей организационного, технического и технологического уровня верфей» (АО «Зеленодольский завод имени А.М. Горького»);;;1;«Разработка предложений по структуре базы данных показателей организационного, технического и технологического уровня верфей» (АО «Зеленодольский завод имени А.М. Горького») ;1500000.00;RUB;;;;;72.19.29.190: Услуги (работы), связанные с научными исследованиями и экспериментальными разработками в области технических наук и в области технологий, прочие, не включенные в другие группировки, кроме биотехнологии;72.19.29.190: Услуги (работы), связанные с научными исследованиями и экспериментальными разработками в области технических наук и в области технологий, прочие, не включенные в другие группировки, кроме биотехнологии;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;21.02.2020;21.02.2020;Закупка завершена;;21.02.2020;;
223-ФЗ;№32008902820;Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Поставка фрезерной оснастки и инструмента;;;1;Поставка фрезерной оснастки и инструмента;1581506.03;RUB;;;;;25.73: Инструмент;25.73: Инструмент;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;20.02.2020;20.02.2020;Закупка завершена;;20.02.2020;10.03.2020;
223-ФЗ;№32008902643;Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Поставка стеллажного оборудования;;;1;Поставка стеллажного оборудования;733959.14;RUB;;;;;31.09.11.190: Мебель металлическая хозяйственно-бытового назначения прочая, не включенная в другие группировки;31.09.11.190: Мебель металлическая хозяйственно-бытового назначения прочая, не включенная в другие группировки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;20.02.2020;20.02.2020;Закупка завершена;;20.02.2020;10.03.2020;
223-ФЗ;№32008900817;Закупка у единственного поставщика (подрядчика, исполнителя);Поставка электромеханизмов МПК-13А-5-2с;;;1;Поставка электромеханизмов МПК-13А-5-2с;391818.96;RUB;;;;;30.30.15.000: Части двигателей летательных аппаратов с искровым зажиганием;30.30.15.000: Части двигателей летательных аппаратов с искровым зажиганием;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;19.02.2020;19.02.2020;Закупка завершена;;19.02.2020;;
223-ФЗ;№32008897321;Прочие;Поставка листы из сплава ВТ1-0,ТО4-1, плиты из сплава ПТ-3В;;;1;Поставка листы из сплава ВТ1-0,ТО4-1, плиты из сплава ПТ-3В;2842789.15;RUB;;;;;24.45.30.183: Проволока, прутки, профили титановые;24.45.30.183: Проволока, прутки, профили титановые;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;19.02.2020;19.02.2020;Закупка завершена;;19.02.2020;05.03.2020;
223-ФЗ;№32008885926;Прочие;Поставка поковок тип lllб группа ll сплав 3М;;;1;Поставка поковок тип lllб группа ll сплав 3М;423733.30;RUB;;;;;"24.45.30: Металлы цветные и продукция из них; спеченные материалы (керметы), зола и остатки, содержащие металлы или соединения металлов, прочие";"24.45.30: Металлы цветные и продукция из них; спеченные материалы (керметы), зола и остатки, содержащие металлы или соединения металлов, прочие";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;17.02.2020;19.02.2020;Закупка завершена;;17.02.2020;28.02.2020;
223-ФЗ;№32008887940;Прочие;"Проведение экспертизы документов, представленных в составе заявления АО ""ЦТСС"" для получения лицензии на проектирование и конструирование радиационных источников";;;1;"Проведение экспертизы документов, представленных в составе заявления АО ""ЦТСС"" для получения лицензии на проектирование и конструирование радиационных источников";1049340.00;RUB;;;;;71.20.19.110: Услуги по проведению экспертизы проектной документации, запасов полезных ископаемых и подземных вод, геологической информации о предоставляемых в пользование участках недр, результатов инженерных изысканий;71.20.19.110: Услуги по проведению экспертизы проектной документации, запасов полезных ископаемых и подземных вод, геологической информации о предоставляемых в пользование участках недр, результатов инженерных изысканий;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;17.02.2020;17.02.2020;Закупка завершена;;17.02.2020;28.02.2020;
223-ФЗ;№32008886975;Прочие;Поставка стальных и бронзовых поковок;;;1;Поставка стальных и бронзовых поковок;699696.00;RUB;;;;;"25.50: Услуги по ковке, прессованию, штамповке и профилированию листового металла; услуги по производству изделий методом порошковой металлургии";"25.50: Услуги по ковке, прессованию, штамповке и профилированию листового металла; услуги по производству изделий методом порошковой металлургии";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;17.02.2020;17.02.2020;Закупка завершена;;17.02.2020;28.02.2020;
223-ФЗ;№32008885845;Прочие;Поставка прутков круглых, кованных из сплава 3М;;;1;Поставка прутков круглых, кованных из сплава 3М;586114.68;RUB;;;;;24.45.30.180: Титан и изделия из него, сплавы на основе титана, порошки;24.45.30.180: Титан и изделия из него, сплавы на основе титана, порошки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;17.02.2020;17.02.2020;Закупка завершена;;17.02.2020;28.02.2020;
223-ФЗ;№32008875064;Закупка у единственного поставщика (подрядчика, исполнителя);Закупка одежды;;;1;Закупка одежды;931000.00;RUB;;;;;14.1: Одежда, кроме одежды из меха;14.1: Одежда, кроме одежды из меха;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;13.02.2020;13.02.2020;Закупка завершена;;13.02.2020;;
223-ФЗ;№32008809560;Прочие;Поставка поковок тип б группа II из сплава 3М;;;1;Поставка поковок тип б группа II из сплава 3М;2486834.00;RUB;;;;;24.45.30.180: Титан и изделия из него, сплавы на основе титана, порошки;24.45.30.180: Титан и изделия из него, сплавы на основе титана, порошки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;28.01.2020;13.02.2020;Закупка завершена;;28.01.2020;27.02.2020;
223-ФЗ;№32008868923;Прочие;Оказание услуг по страхованию работников, выезжающих за пределы постоянного места жительства, за рубеж в служебную командировку;;;1;страхование работников, выезжающих за пределы ПМЖ за рубеж в служебную командировку;3450.97;USD;;;;;65.12.1: Услуги по страхованию от несчастных случаев и медицинскому страхованию;65.12.1: Услуги по страхованию от несчастных случаев и медицинскому страхованию;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;12.02.2020;12.02.2020;Закупка завершена;;12.02.2020;20.02.2020;
223-ФЗ;№32008870113;Закупка у единственного поставщика (подрядчика, исполнителя);Оказание охранных услуг;;;1;Оказание охранных услуг;7200000.00;RUB;;;;;80.10.12: Услуги охраны;80.10.12: Услуги охраны;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;12.02.2020;12.02.2020;Закупка завершена;;12.02.2020;;
223-ФЗ;№32008869918;Прочие;Выполнение работ по поверке гидрофонов.;;;1;Выполнение работ по поверке гидрофонов.;426450.00;RUB;;;;;71.12.40.120: Услуги в области метрологии;71.12.40.120: Услуги в области метрологии;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;12.02.2020;12.02.2020;Закупка завершена;;12.02.2020;25.02.2020;
223-ФЗ;№32008823829;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Воздушный винтовой компрессор с дополнительной комплектацией;;;1;Воздушный винтовой компрессор с дополнительной комплектацией;4014172.66;RUB;;;;;28.13.28.000: Компрессоры прочие;28.13.28.000: Компрессоры прочие;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;30.01.2020;12.02.2020;Закупка завершена;;30.01.2020;07.02.2020;
223-ФЗ;№32008869465;Прочие;Фторопласт Ф-40 П;;;1;Фторопласт Ф-40 П;650916.00;RUB;;;;;20.5: Продукты химические прочие;20.5: Продукты химические прочие;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;12.02.2020;12.02.2020;Закупка завершена;;12.02.2020;25.02.2020;
223-ФЗ;№32008808197;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Сервер;;;1;Сервер;1350166.67;RUB;;;;;26.20.13.000: Машины вычислительные электронные цифровые, содержащие в одном корпусе центральный процессор и устройство ввода и вывода, объединенные или нет для автоматической обработки данных;26.20.13.000: Машины вычислительные электронные цифровые, содержащие в одном корпусе центральный процессор и устройство ввода и вывода, объединенные или нет для автоматической обработки данных;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;28.01.2020;12.02.2020;Закупка завершена;;28.01.2020;05.02.2020;
223-ФЗ;№32008848485;Прочие;Трубная продукция;;;1;Трубная продукция;2775241.26;RUB;;;;;24.20.13.190: Трубы круглого сечения прочие стальные;24.20.13.190: Трубы круглого сечения прочие стальные;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;06.02.2020;11.02.2020;Закупка завершена;;06.02.2020;17.02.2020;
223-ФЗ;№32008863932;Прочие;Проведение испытаний клапанов быстровскрывающихся невозвратно-запорных проходных фланцевых бронзовых DN 40 PN 10 ИТШЛ.492915.001-02(522-35.1999-02) по п. 1.4.4.7 программ и методик испытаний 522-35.2247.;;;1;Проведение испытаний клапанов быстровскрывающихся невозвратно-запорных проходных фланцевых бронзовых DN 40 PN 10 ИТШЛ.492915.001-02(522-35.1999-02) по п. 1.4.4.7 программ и методик испытаний 522-35.2247.;1012972.50;RUB;;;;;71.20.1: Услуги в области технических испытаний, исследований и анализа;71.20.1: Услуги в области технических испытаний, исследований и анализа;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;11.02.2020;11.02.2020;Закупка завершена;;11.02.2020;21.02.2020;
223-ФЗ;№32008854187;Прочие;Закупка одежды;;;1;Закупка одежды;2440000.00;RUB;;;;;14.19: Одежда прочая и аксессуары;14.19: Одежда прочая и аксессуары;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;07.02.2020;07.02.2020;Закупка завершена;;07.02.2020;19.02.2020;
223-ФЗ;№32008848085;Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Поставка канцелярских принадлежностей;;;1;Поставка канцелярских принадлежностей;2600000.00;RUB;;;;;17.23: Принадлежности канцелярские бумажные;17.23: Принадлежности канцелярские бумажные;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;06.02.2020;06.02.2020;Закупка завершена;;06.02.2020;18.02.2020;
223-ФЗ;№32008840948;Прочие;Выполнение составной части опытно-конструкторской работы «Разработка программного модуля «ЛОГОС-Судостроение» для использования совместно с пакетом программ «ЛОГОС», Шифр «Виртуал-ТК-…».;;;1;"Выполнение составной части опытно-конструкторской работы «Разработка программного модуля «ЛОГОС-Судостроение» для использования совместно с пакетом программ «ЛОГОС», Шифр «Виртуал-ТК-...""";68000000.00;RUB;;;;;72.19: Услуги, связанные с научными исследованиями и экспериментальными разработками в области естественных и технических наук, прочие;72.19: Услуги, связанные с научными исследованиями и экспериментальными разработками в области естественных и технических наук, прочие;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""КРЫЛОВСКИЙ ГОСУДАРСТВЕННЫЙ НАУЧНЫЙ ЦЕНТР""";;04.02.2020;04.02.2020;Закупка завершена;;04.02.2020;04.02.2020;
223-ФЗ;№32008823230;Прочие;Трубная продукция;;;1;Трубная продукция;2622662.83;RUB;;;;;24.20.13.190: Трубы круглого сечения прочие стальные;24.20.13.190: Трубы круглого сечения прочие стальные;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;30.01.2020;03.02.2020;Закупка отменена;;30.01.2020;11.02.2020;
223-ФЗ;№32008819702;Прочие;Выполнение работ по горячему цинкованию деталей, используемых на заказах гражданского судостроения , согласно Технического задания №6/20-ЗО;;;1;Выполнение работ по горячему цинкованию деталей, используемых на заказах гражданского судостроения, согласно Технического задания №6/20-ЗО;87452150.00;RUB;;;;;25.61.11.111: Услуги по цинкованию горячим способом;25.61.11.111: Услуги по цинкованию горячим способом;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СУДОСТРОИТЕЛЬНЫЙ КОМПЛЕКС ""ЗВЕЗДА""";;30.01.2020;30.01.2020;Закупка завершена;;30.01.2020;07.02.2020;
223-ФЗ;№32008819827;Закупка у единственного поставщика (подрядчика, исполнителя);"Разработка части рабочей конструкторской документации по разделам: ""Электрооборудование"", ""Автоматика""  ";;;1;"Разработка части рабочей конструкторской документации по разделам: ""Электрооборудование"", ""Автоматика""";3300000.00;RUB;;;;;71.12.19: Услуги по инженерно-техническому проектированию прочих объектов;71.12.19: Услуги по инженерно-техническому проектированию прочих объектов;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;30.01.2020;30.01.2020;Закупка завершена;;30.01.2020;;
223-ФЗ;№32008814339;Прочие;Поставка прутков круглых, катанных из сплавов ВТ1-00с и 3М;;;1;Поставка прутков круглых, катанных из сплавов ВТ1-00с и 3М;1054233.85;RUB;;;;;24.45.30.180: Титан и изделия из него, сплавы на основе титана, порошки;24.45.30.180: Титан и изделия из него, сплавы на основе титана, порошки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;29.01.2020;29.01.2020;Закупка завершена;;29.01.2020;11.02.2020;
223-ФЗ;№32008814122;Прочие;Поставка листов из сплавов ВТ1-0 и ОТ4-1, плит из сплава ПТ-3В;;;1;Поставка листов из сплавов ВТ1-0 и ОТ4-1, плит из сплава ПТ-3В;7492132.30;RUB;;;;;24.45.30.180: Титан и изделия из него, сплавы на основе титана, порошки;24.45.30.180: Титан и изделия из него, сплавы на основе титана, порошки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;29.01.2020;29.01.2020;Закупка завершена;;29.01.2020;11.02.2020;
223-ФЗ;№32008778140;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Поставка воды минеральной питьевой;;;1;Поставка питьевой воды (19 и 0,5л) ;934100.64;RUB;;;;;11.07.11.110: Воды минеральные природные упакованные;11.07.11.110: Воды минеральные природные упакованные;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;20.01.2020;28.01.2020;Закупка завершена;;20.01.2020;31.01.2020;
223-ФЗ;№32008798096;Прочие;Закупка автомобиля;;;1;Закупка автомобиля;2520000.00;RUB;;;;;29.10.2: Автомобили легковые;29.10.2: Автомобили легковые;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;24.01.2020;24.01.2020;Закупка завершена;;24.01.2020;05.02.2020;
223-ФЗ;№32008796912;Прочие;Оказание услуг по оценке реализации долгосрочной программы развития и выполнения ключевых показателей эффективности ИС АО «ЦТСС» за соответствующий отчетный период (2019-2021 г.);;;1;Оказание услуг по оценке реализации долгосрочной программы развития и выполнения ключевых показателей эффективности ИС АО «ЦТСС» за соответствующий отчетный период (2019-2021 г.);3970000.00;RUB;;;;;69.20.1: Услуги по проведению финансового аудита;69.20.1: Услуги по проведению финансового аудита;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;24.01.2020;24.01.2020;Закупка завершена;;24.01.2020;05.02.2020;
223-ФЗ;№32008795947;Закупка у единственного поставщика (подрядчика, исполнителя);Пиропатрон двухмостиковый усовершенствованный УДП1-2;;;1;Пиропатрон двухмостиковый усовершенствованный УДП1-2;850705.20;RUB;;;;;20.51.12.160: Пиропатроны;20.51.12.160: Пиропатроны;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;23.01.2020;23.01.2020;Закупка завершена;;23.01.2020;;
223-ФЗ;№32008795933;Закупка у единственного поставщика (подрядчика, исполнителя);Покупка молока;;;1;Покупка молока;200000.00;RUB;;;;;46.33.11: Услуги по оптовой торговле молочными продуктами;46.33.11: Услуги по оптовой торговле молочными продуктами;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;23.01.2020;23.01.2020;Закупка завершена;;23.01.2020;;
223-ФЗ;№32008787777;Прочие;Выполнение работ по поверке (калибровке) средств измерений (линейно-угловых величин).;;;1;Выполнение работ по поверке (калибровке) средств измерений (линейно-угловых величин).;2500000.00;RUB;;;;;71.12.40.120: Услуги в области метрологии;71.12.40.120: Услуги в области метрологии;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;22.01.2020;22.01.2020;Закупка завершена;;22.01.2020;01.02.2020;
44-ФЗ;№0172200001219000028;Электронный аукцион;Поставка бумажных санитарно-гигиенических изделий для Комитета по образованию и учреждений, находящихся в его ведении, в 2020 году;;192780403131578040100100450010000000, 192780410718778040100100210010000000, 192780411317378040100100560010000000, 192780501047778050100100440011722000, 192780501122378050100100410010000000, 192780501648678050100100640010000000, 192780505901778050100100340010000000, 192780530535078050100100310010000000, 192780600377978060100100710010000000, 192780602683278060100100810010000000, 192780602684078060100100380010000000, 192780701764778070100100440010000000, 192780735408978070100100600010000000, 192780902884578390100100420010000000, 192781313272978420100100110011722244, 192781329364578130100100510010000000, 192781360457078130100100070010000000, 192781604134078160100101020010000000, 192781700530578170100100540010000000, 192781800782778430100100280010000000, 192781901283778190100100320010000000, 192781902200078140100100470011722244, 192782100675078430100100770010000000, 192782543146678410100101010010000000, 192783000205378380100100350010000244;;;3431131.49;RUB;;;;;"17.22.11.110: Бумага туалетная из бумажной массы, бумаги, целлюлозной ваты и целлюлозных волокон и полотна из целлюлозных волокон; 17.22.11.130: Салфетки и полотенца гигиенические или косметические из бумажной массы, бумаги, целлюлозной ваты и полотна из целлюлозных волокон; 17.22.11.140: Скатерти и салфетки для стола из бумажной массы, бумаги, целлюлозной ваты и полотна из целлюлозных волокон";"17.22.11.110-00000002: Бумага туалетная  ; 17.22.11.130-00000005: Полотенце бумажное";;КОМИТЕТ ПО ОБРАЗОВАНИЮ;30.12.2019;20.01.2020;Определение поставщика завершено;Организациям инвалидов в соответствии со ст. 29 Закона № 44-ФЗ - 15%;30.12.2019;14.01.2020;
223-ФЗ;№32008779025;Закупка у единственного поставщика (подрядчика, исполнителя);Организация участия АО «ЦТСС» в выставке «IV Global Fisheries Forum & Seafood Expo» (Санкт-Петербург, 21-23.09.2020 г.);;;1;Организация участия АО «ЦТСС» в выставке «IV Global Fisheries Forum & Seafood Expo» (Санкт-Петербург, 21-23.09.2020 г.);555000.00;RUB;;;;;82.30.12: Услуги по организации торговых выставок;82.30.12: Услуги по организации торговых выставок;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;20.01.2020;20.01.2020;Закупка завершена;;20.01.2020;;
223-ФЗ;№31908702372;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Система видеоконференцсвязи;;;1;Система видеоконференцсвязи;636075.67;RUB;;;;;26.30.23.000: Аппараты телефонные прочие, устройства и аппаратура для передачи и приема речи, изображений или других данных, включая оборудование коммуникационное для работы в проводных или беспроводных сетях связи (например, локальных и глобальных сетях);26.30.23.000: Аппараты телефонные прочие, устройства и аппаратура для передачи и приема речи, изображений или других данных, включая оборудование коммуникационное для работы в проводных или беспроводных сетях связи (например, локальных и глобальных сетях);"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;23.12.2019;17.01.2020;Закупка завершена;;23.12.2019;11.01.2020;
223-ФЗ;№32008772199;Закупка у единственного поставщика (подрядчика, исполнителя);Организация деловых поездок специалистов, включая полный спектр услуг - бронирование гостиниц, приобретение авиа и ж/д билетов, оформление виз и медицинских страховок, бронирование автотранспорта, организация VIP обслуживания в аэропорту.;;;1;Организация деловых поездок специалистов, включая полный спектр услуг - бронирование гостиниц, приобретение авиа и ж/д билетов, оформление виз и медицинских страховок, бронирование автотранспорта, организация VIP обслуживания в аэропорту. ;30000000.00;RUB;;;;;79.11: Услуги туристических агентств;79.11: Услуги туристических агентств;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;16.01.2020;16.01.2020;Закупка завершена;;16.01.2020;;
223-ФЗ;№31908690493;Прочие;Поставка прутков круглых, кованных из сплава 3М;;;1;Поставка прутков круглых, кованных из сплава 3М;1221355.20;RUB;;;;;24.45.30.183: Проволока, прутки, профили титановые;24.45.30.183: Проволока, прутки, профили титановые;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНОЛОГИИ СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;20.12.2019;16.01.2020;Закупка завершена;;20.12.2019;29.01.2020;
223-ФЗ;№31908666023;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Обновление информационных баз правовой справочной системы;;;1;Обновление информационных баз правовой справочной системы ;1655965.96;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";;16.12.2019;13.01.2020;Закупка завершена;;16.12.2019;23.12.2019;
